work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2021,Data Engineer,Data Engineer,us dolars,144824,144824.0,MX,SE,PT,In-person,CN,S
2020,Deep Learning,DL/AI,INR,34225,462.0375,DE,EN,FL,In-person,IN,S
2021,Statistician,Analysis ,us dolars,154098,154098.0,UK,EX,PT,Remote,CN,S
2020,Statistician,Analysis ,us dolars,104745,104745.0,IN,SE,FT,In-person,CN,M
2022,Data Analyst,Analysis,us dolars,41721,41721.0,MX,EN,PT,Remote,CN,S
2021,Deep Learning,DL/AI,EUR,163659,199663.97999999998,MX,EX,FT,In-person,DE,S
2020,Data Scientist,Data Science,us dolars,138878,138878.0,MX,SE,FT,In-person,CN,M
2021,Machine Learning,ML/AI,us dolars,69437,69437.0,IN,MI,CT,In-person,MX,L
2022,Machine Learning,ML/AI,INR,180061,2250.7625000000003,JP,EN,CT,Hybrid,IN,M
2022,Deep Learning,DL/AI,GBP,193798,238371.54,JP,EX,CT,Hybrid,UK,M
2022,Statistician,Analysis ,us dolars,109837,109837.0,JP,SE,PT,Remote,CN,S
2021,Statistician,Analysis ,us dolars,128215,128215.0,MX,SE,FL,Hybrid,CN,L
2021,Data Engineer,Data Engineer,GBP,155437,214503.06,CN,EX,FT,Remote,UK,M
2020,Data Scientist,Data Science,us dolars,71168,71168.0,DE,MI,FL,Hybrid,CN,S
2022,Data Analyst,Analysis,GBP,132114,162500.22,UK,EX,FL,In-person,UK,L
2021,AI Engineer,CV/AI,us dolars,101616,101616.0,IN,SE,PT,Hybrid,US,S
2022,Data Scientist,Data Science,EUR,168480,180273.6,UK,EX,FL,Hybrid,DE,L
2022,Data Scientist,Data Science,EUR,165225,176790.75,DE,EX,FL,In-person,DE,S
2020,Data Engineer,Data Engineer,GBP,154887,201353.1,MX,EX,CT,Remote,UK,M
2020,Data Analyst,Analysis,JPY,172127,1617.9938,UK,EN,CT,Remote,JP,M
2020,AI Engineer,CV/AI,EUR,49760,58716.799999999996,MX,MI,FT,In-person,DE,M
2020,Data Analyst,Analysis,INR,47752,644.652,UK,EN,FT,In-person,IN,S
2022,Data Engineer,Data Engineer,EUR,164872,176413.04,CN,EX,CT,In-person,DE,L
2020,Statistician,Analysis ,EUR,96573,113956.14,JP,SE,PT,Hybrid,DE,M
2020,Data Scientist,Data Science,INR,191126,2580.201,CN,EN,PT,In-person,IN,S
2020,AI Engineer,CV/AI,GBP,56866,73925.8,CN,MI,FT,Remote,UK,M
2020,Statistician,Analysis ,us dolars,30992,30992.0,MX,EN,CT,In-person,MX,M
2022,Data Engineer,Data Engineer,us dolars,53696,53696.0,UK,MI,PT,In-person,MX,M
2020,Data Analyst,Analysis,GBP,128697,167306.1,UK,EX,FL,In-person,UK,M
2022,Data Scientist,Data Science,INR,103541,1294.2625,CN,EN,FT,In-person,IN,L
2021,Deep Learning,DL/AI,us dolars,82838,82838.0,UK,MI,FT,In-person,MX,L
2022,Statistician,Analysis ,EUR,59400,63558.00000000001,CN,MI,FL,Remote,DE,L
2022,Statistician,Analysis ,us dolars,112277,112277.0,US,SE,FL,Hybrid,CN,S
2020,Data Scientist,Data Science,EUR,148692,175456.56,CN,EX,FT,In-person,DE,S
2021,Data Analyst,Analysis,GBP,47565,65639.7,IN,MI,FL,Hybrid,UK,M
2021,Data Engineer,Data Engineer,us dolars,69585,69585.0,IN,MI,PT,In-person,CN,S
2021,Data Analyst,Analysis,us dolars,195905,195905.0,UK,EX,FT,Hybrid,US,S
2021,Data Analyst,Analysis,GBP,151559,209151.41999999998,CN,EX,PT,Remote,UK,S
2022,Data Analyst,Analysis,INR,42094,526.1750000000001,CN,EN,FT,Hybrid,IN,S
2021,Data Scientist,Data Science,us dolars,192352,192352.0,JP,EX,PT,In-person,CN,L
2022,Data Scientist,Data Science,us dolars,76647,76647.0,MX,MI,CT,Hybrid,US,L
2022,Data Engineer,Data Engineer,us dolars,180585,180585.0,JP,EX,PT,Hybrid,MX,S
2022,Data Analyst,Analysis,us dolars,161226,161226.0,JP,EX,FL,In-person,US,S
2021,Data Scientist,Data Science,INR,125798,1685.6932000000002,CN,EN,CT,Hybrid,IN,L
2020,Data Engineer,Data Engineer,us dolars,189206,189206.0,CN,EX,FT,In-person,CN,M
2020,Data Engineer,Data Engineer,JPY,138050,1297.67,IN,EN,PT,Remote,JP,L
2021,Data Analyst,Analysis,GBP,169750,234254.99999999997,DE,EX,FT,In-person,UK,S
2020,Machine Learning,ML/AI,EUR,167366,197491.87999999998,UK,EX,CT,Remote,DE,S
2020,Data Analyst,Analysis,us dolars,39574,39574.0,IN,EN,FL,Hybrid,MX,S
2022,AI Engineer,CV/AI,us dolars,65183,65183.0,JP,MI,FL,In-person,CN,L
2022,Data Engineer,Data Engineer,GBP,96606,118825.38,IN,SE,FL,Hybrid,UK,S
2021,Data Scientist,Data Science,INR,179710,2408.114,IN,EN,FT,In-person,IN,L
2021,Statistician,Analysis ,EUR,87194,106376.68,IN,SE,FL,Remote,DE,M
2020,Data Engineer,Data Engineer,JPY,56082,527.1708,JP,EN,FL,In-person,JP,S
2022,Data Scientist,Data Science,us dolars,177378,177378.0,DE,EX,FT,In-person,MX,S
2021,Data Engineer,Data Engineer,INR,138371,1854.1714000000002,US,EN,FT,In-person,IN,M
2021,Data Analyst,Analysis,GBP,157899,217900.62,UK,EX,CT,In-person,UK,L
2021,AI Engineer,CV/AI,us dolars,37807,37807.0,UK,EN,FL,In-person,MX,S
2021,Data Engineer,Data Engineer,us dolars,62143,62143.0,MX,MI,CT,Remote,US,S
2021,Data Scientist,Data Science,INR,151952,2036.1568,IN,EN,PT,In-person,IN,S
2021,Data Analyst,Analysis,INR,88414,1184.7476000000001,DE,EN,PT,Hybrid,IN,S
2020,Statistician,Analysis ,GBP,54715,71129.5,JP,MI,PT,Remote,UK,M
2022,Data Analyst,Analysis,JPY,102934,885.2324,US,EN,PT,Hybrid,JP,L
2022,Deep Learning,DL/AI,GBP,42202,51908.46,US,MI,FT,Hybrid,UK,M
2021,Data Analyst,Analysis,GBP,57987,80022.06,IN,MI,CT,Hybrid,UK,L
2022,Statistician,Analysis ,JPY,196812,1692.5832,IN,EN,CT,Remote,JP,M
2022,Data Scientist,Data Science,JPY,106848,918.8928,JP,EN,FT,In-person,JP,M
2022,Data Engineer,Data Engineer,INR,174699,2183.7375,MX,EN,PT,Hybrid,IN,L
2021,Deep Learning,DL/AI,us dolars,81069,81069.0,JP,MI,CT,Hybrid,US,S
2021,Statistician,Analysis ,GBP,70409,97164.42,CN,MI,FL,In-person,UK,S
2022,Machine Learning,ML/AI,us dolars,124022,124022.0,JP,SE,FT,In-person,US,S
2022,Data Analyst,Analysis,JPY,141689,1218.5254,IN,EN,FT,In-person,JP,M
2021,Machine Learning,ML/AI,JPY,136948,1246.2268000000001,DE,EN,FL,In-person,JP,M
2020,Statistician,Analysis ,GBP,31611,41094.3,IN,EN,PT,Hybrid,UK,S
2022,Data Engineer,Data Engineer,INR,156047,1950.5875,MX,EN,PT,Remote,IN,L
2020,Data Engineer,Data Engineer,us dolars,61657,61657.0,IN,MI,CT,In-person,MX,S
2022,Machine Learning,ML/AI,GBP,48462,59608.26,US,MI,FL,In-person,UK,M
2020,Data Scientist,Data Science,INR,119299,1610.5365,JP,EN,CT,Hybrid,IN,S
2020,Machine Learning,ML/AI,EUR,68547,80885.45999999999,UK,MI,PT,In-person,DE,S
2020,Data Analyst,Analysis,INR,137754,1859.679,JP,EN,CT,Hybrid,IN,S
2021,Data Engineer,Data Engineer,GBP,190135,262386.3,CN,EX,FL,Hybrid,UK,L
2020,Data Engineer,Data Engineer,GBP,112273,145954.9,DE,SE,FL,Hybrid,UK,S
2020,Data Engineer,Data Engineer,INR,109397,1476.8595,DE,EN,FL,Hybrid,IN,S
2020,Data Scientist,Data Science,us dolars,82788,82788.0,JP,MI,PT,In-person,US,S
2022,Data Scientist,Data Science,INR,191356,2391.9500000000003,JP,EN,FT,Remote,IN,M
2020,Statistician,Analysis ,EUR,117964,139197.52,IN,SE,FT,In-person,DE,S
2022,AI Engineer,CV/AI,EUR,96247,102984.29000000001,UK,SE,FT,Remote,DE,S
2020,Deep Learning,DL/AI,us dolars,43706,43706.0,MX,EN,CT,In-person,US,S
2020,Data Analyst,Analysis,EUR,40924,48290.32,IN,EN,FL,Hybrid,DE,S
2021,Data Engineer,Data Engineer,GBP,45921,63370.979999999996,US,MI,PT,In-person,UK,M
2022,Data Scientist,Data Science,us dolars,186504,186504.0,US,EX,FT,In-person,US,S
2020,Data Analyst,Analysis,us dolars,148960,148960.0,DE,SE,FT,In-person,US,L
2022,Data Analyst,Analysis,us dolars,47813,47813.0,DE,EN,CT,Hybrid,US,S
2022,Data Scientist,Data Science,us dolars,134748,134748.0,UK,SE,CT,Remote,CN,L
2021,Machine Learning,ML/AI,INR,138988,1862.4392,DE,EN,FT,Hybrid,IN,M
2021,Data Engineer,Data Engineer,INR,156078,2091.4452,CN,EN,FL,In-person,IN,S
2021,Deep Learning,DL/AI,us dolars,163140,163140.0,US,EX,FL,In-person,US,L
2021,Data Analyst,Analysis,us dolars,69927,69927.0,UK,MI,CT,Remote,MX,L
2021,Data Engineer,Data Engineer,EUR,135148,164880.56,US,EX,CT,Remote,DE,S
2021,Statistician,Analysis ,us dolars,60539,60539.0,JP,MI,FL,In-person,CN,S
2021,Data Analyst,Analysis,us dolars,41683,41683.0,JP,EN,CT,Hybrid,CN,M
2021,Deep Learning,DL/AI,GBP,153031,211182.77999999997,UK,EX,CT,In-person,UK,M
2020,Machine Learning,ML/AI,GBP,115151,149696.30000000002,IN,SE,FL,Hybrid,UK,S
2022,Deep Learning,DL/AI,INR,196746,2459.3250000000003,CN,EN,FL,Remote,IN,M
2021,Data Scientist,Data Science,JPY,82703,752.5973,MX,EN,PT,In-person,JP,M
2021,Data Analyst,Analysis,us dolars,88810,88810.0,CN,MI,CT,Remote,US,M
2022,Data Engineer,Data Engineer,JPY,116111,998.5546,MX,EN,CT,Hybrid,JP,M
2020,AI Engineer,CV/AI,GBP,115977,150770.1,DE,EX,PT,Remote,UK,S
2022,Machine Learning,ML/AI,us dolars,172189,172189.0,MX,EX,CT,In-person,MX,S
2022,Data Scientist,Data Science,INR,33665,420.8125,UK,EN,CT,In-person,IN,L
2021,Data Engineer,Data Engineer,INR,74390,996.826,CN,EN,FT,Hybrid,IN,M
2022,Data Analyst,Analysis,INR,104884,1311.0500000000002,MX,EN,FT,Hybrid,IN,S
2022,Statistician,Analysis ,INR,93887,1173.5875,DE,EN,FT,In-person,IN,S
2021,Data Scientist,Data Science,INR,85541,1146.2494000000002,US,EN,PT,In-person,IN,M
2021,Data Analyst,Analysis,us dolars,124319,124319.0,MX,SE,CT,Remote,US,L
2021,Statistician,Analysis ,us dolars,37882,37882.0,IN,EN,PT,Hybrid,CN,M
2021,Deep Learning,DL/AI,JPY,100825,917.5075,DE,EN,PT,Hybrid,JP,S
2022,AI Engineer,CV/AI,us dolars,43910,43910.0,JP,EN,CT,Remote,MX,L
2022,Data Engineer,Data Engineer,us dolars,70566,70566.0,MX,MI,FL,Hybrid,CN,S
2020,Statistician,Analysis ,GBP,127519,165774.7,JP,EX,FL,Hybrid,UK,M
2020,AI Engineer,CV/AI,GBP,197248,256422.40000000002,US,EX,CT,In-person,UK,S
2022,Deep Learning,DL/AI,us dolars,113081,113081.0,UK,SE,FL,In-person,CN,M
2020,Data Engineer,Data Engineer,INR,191361,2583.3735,DE,EN,FT,In-person,IN,L
2022,Data Analyst,Analysis,INR,139337,1741.7125,MX,EN,CT,Remote,IN,L
2020,AI Engineer,CV/AI,us dolars,45362,45362.0,MX,EN,PT,In-person,CN,L
2021,Data Scientist,Data Science,INR,43783,586.6922000000001,US,EN,FT,Remote,IN,S
2020,Data Scientist,Data Science,us dolars,196821,196821.0,MX,EX,PT,In-person,CN,L
2021,Data Analyst,Analysis,us dolars,164626,164626.0,JP,EX,FL,Hybrid,MX,S
2021,Statistician,Analysis ,EUR,48773,59503.06,MX,MI,CT,Hybrid,DE,S
2021,Data Engineer,Data Engineer,GBP,191403,264136.13999999996,MX,EX,FT,In-person,UK,M
2021,Data Scientist,Data Science,INR,75640,1013.576,JP,EN,CT,In-person,IN,M
2020,Data Scientist,Data Science,JPY,76969,723.5086,JP,EN,FT,In-person,JP,L
2022,Data Analyst,Analysis,EUR,72986,78095.02,IN,MI,FT,Hybrid,DE,S
2021,Statistician,Analysis ,us dolars,132017,132017.0,IN,SE,FT,In-person,US,S
2020,Statistician,Analysis ,us dolars,146180,146180.0,JP,SE,CT,In-person,MX,M
2021,Data Analyst,Analysis,EUR,37585,45853.7,CN,EN,FT,Hybrid,DE,S
2020,Data Scientist,Data Science,EUR,34122,40263.96,UK,EN,FT,In-person,DE,L
2020,Data Engineer,Data Engineer,us dolars,46838,46838.0,IN,EN,CT,Hybrid,MX,L
2020,Data Scientist,Data Science,EUR,178373,210480.13999999998,DE,EX,PT,In-person,DE,S
2022,Statistician,Analysis ,JPY,53107,456.7202,IN,EN,FL,Hybrid,JP,S
2020,Data Scientist,Data Science,us dolars,132678,132678.0,DE,SE,CT,Remote,MX,M
2020,Data Engineer,Data Engineer,GBP,96025,124832.5,IN,SE,CT,In-person,UK,S
2022,Machine Learning,ML/AI,us dolars,96520,96520.0,JP,MI,FT,In-person,MX,L
2022,Data Scientist,Data Science,INR,47344,591.8000000000001,MX,EN,CT,In-person,IN,S
2020,Data Analyst,Analysis,JPY,87202,819.6988,DE,EN,CT,Remote,JP,L
2022,Deep Learning,DL/AI,JPY,130086,1118.7396,MX,EN,FL,In-person,JP,S
2021,Data Analyst,Analysis,us dolars,44959,44959.0,MX,EN,CT,In-person,MX,M
2021,Data Analyst,Analysis,us dolars,199823,199823.0,UK,EX,FT,Hybrid,CN,M
2022,Data Analyst,Analysis,INR,162941,2036.7625,IN,EN,FL,In-person,IN,M
2022,Data Scientist,Data Science,us dolars,74264,74264.0,IN,MI,CT,In-person,CN,S
2020,Statistician,Analysis ,us dolars,60268,60268.0,JP,MI,FT,Hybrid,CN,S
2022,Machine Learning,ML/AI,us dolars,114564,114564.0,DE,SE,FL,Remote,MX,S
2020,Data Engineer,Data Engineer,EUR,174622,206053.96,CN,EX,CT,Remote,DE,L
2021,Statistician,Analysis ,us dolars,166774,166774.0,JP,EX,FT,Hybrid,CN,S
2022,Data Scientist,Data Science,us dolars,108563,108563.0,MX,SE,FL,Remote,US,L
2020,Data Analyst,Analysis,EUR,140164,165393.52,DE,EX,FT,In-person,DE,S
2020,Data Engineer,Data Engineer,EUR,54459,64261.619999999995,IN,MI,FL,In-person,DE,S
2021,AI Engineer,CV/AI,us dolars,86782,86782.0,IN,MI,CT,In-person,CN,S
2022,Statistician,Analysis ,us dolars,167104,167104.0,IN,EX,PT,In-person,CN,S
2021,Statistician,Analysis ,GBP,31825,43918.5,IN,EN,FL,Remote,UK,M
2020,Data Engineer,Data Engineer,EUR,156187,184300.66,US,EX,CT,In-person,DE,S
2020,Data Scientist,Data Science,us dolars,90109,90109.0,IN,MI,FL,Remote,US,L
2022,Deep Learning,DL/AI,JPY,42470,365.242,IN,EN,PT,In-person,JP,S
2020,Data Engineer,Data Engineer,us dolars,33770,33770.0,CN,EN,FT,Remote,MX,S
2022,Data Analyst,Analysis,us dolars,188340,188340.0,CN,EX,PT,In-person,CN,S
2021,AI Engineer,CV/AI,EUR,161101,196543.22,DE,EX,PT,In-person,DE,S
2022,Statistician,Analysis ,JPY,191155,1643.933,MX,EN,FT,In-person,JP,S
2022,Data Engineer,Data Engineer,us dolars,38958,38958.0,IN,EN,PT,Remote,CN,M
2020,Statistician,Analysis ,GBP,143806,186947.80000000002,IN,EX,CT,Hybrid,UK,M
2020,Statistician,Analysis ,us dolars,38806,38806.0,DE,EN,FL,Hybrid,MX,M
2022,Statistician,Analysis ,us dolars,62162,62162.0,MX,MI,PT,In-person,CN,L
2020,Data Scientist,Data Science,us dolars,104732,104732.0,IN,SE,FL,In-person,US,S
2020,Statistician,Analysis ,INR,195961,2645.4735,IN,EN,FL,In-person,IN,S
2020,Data Analyst,Analysis,INR,57702,778.977,JP,EN,FT,Hybrid,IN,M
2022,Data Analyst,Analysis,us dolars,196849,196849.0,US,EX,PT,Remote,CN,L
2020,AI Engineer,CV/AI,GBP,37739,49060.700000000004,DE,EN,FT,Remote,UK,S
2022,Statistician,Analysis ,us dolars,54599,54599.0,JP,MI,FT,In-person,US,M
2020,Statistician,Analysis ,us dolars,66827,66827.0,CN,MI,FL,In-person,CN,M
2021,Data Engineer,Data Engineer,JPY,106821,972.0711,MX,EN,CT,Remote,JP,S
2020,Data Scientist,Data Science,GBP,126683,164687.9,UK,EX,FL,In-person,UK,L
2020,Machine Learning,ML/AI,EUR,98446,116166.28,UK,SE,FT,Remote,DE,L
2022,Statistician,Analysis ,JPY,113890,979.454,CN,EN,PT,Hybrid,JP,M
2022,Data Engineer,Data Engineer,us dolars,53039,53039.0,US,MI,CT,Hybrid,CN,L
2020,Data Scientist,Data Science,EUR,156021,184104.78,MX,EX,CT,Remote,DE,M
2021,AI Engineer,CV/AI,EUR,127367,155387.74,MX,EX,PT,Remote,DE,S
2020,Machine Learning,ML/AI,us dolars,73884,73884.0,UK,MI,PT,Hybrid,MX,M
2020,Statistician,Analysis ,JPY,186218,1750.4492,US,EN,CT,Remote,JP,M
2021,Deep Learning,DL/AI,us dolars,75819,75819.0,UK,MI,FT,Hybrid,MX,S
2022,Data Engineer,Data Engineer,EUR,113162,121083.34000000001,UK,SE,CT,Remote,DE,L
2020,Machine Learning,ML/AI,us dolars,192380,192380.0,MX,EX,CT,In-person,MX,S
2022,Data Analyst,Analysis,INR,174126,2176.5750000000003,JP,EN,CT,Hybrid,IN,M
2022,Data Engineer,Data Engineer,us dolars,109606,109606.0,MX,SE,FT,In-person,MX,S
2021,Data Scientist,Data Science,JPY,137789,1253.8799000000001,UK,EN,PT,Remote,JP,S
2021,Data Scientist,Data Science,GBP,82018,113184.84,MX,SE,PT,Hybrid,UK,L
2022,Statistician,Analysis ,INR,56250,703.125,CN,EN,PT,Hybrid,IN,S
2020,Statistician,Analysis ,GBP,175485,228130.5,US,EX,FT,Remote,UK,M
2022,Data Analyst,Analysis,us dolars,107391,107391.0,IN,SE,FT,Remote,US,M
2020,Data Scientist,Data Science,GBP,68921,89597.3,MX,MI,PT,Remote,UK,S
2020,Data Scientist,Data Science,JPY,101123,950.5562,MX,EN,FL,In-person,JP,S
2021,Data Scientist,Data Science,GBP,104363,144020.94,IN,SE,FL,Remote,UK,L
2020,Data Scientist,Data Science,us dolars,186857,186857.0,IN,EX,PT,In-person,US,S
2020,Machine Learning,ML/AI,EUR,127400,150332.0,US,EX,FL,Remote,DE,L
2022,Data Engineer,Data Engineer,JPY,126847,1090.8842,US,EN,FL,In-person,JP,L
2021,Data Engineer,Data Engineer,us dolars,36861,36861.0,IN,EN,PT,Remote,CN,S
2020,Data Analyst,Analysis,INR,106340,1435.59,CN,EN,PT,In-person,IN,S
2020,Machine Learning,ML/AI,INR,175051,2363.1884999999997,UK,EN,FT,Hybrid,IN,L
2021,Data Scientist,Data Science,GBP,143049,197407.62,IN,EX,FL,In-person,UK,S
2022,Data Scientist,Data Science,INR,30357,379.46250000000003,DE,EN,FL,In-person,IN,L
2021,Statistician,Analysis ,us dolars,144604,144604.0,MX,SE,PT,In-person,MX,L
2021,Statistician,Analysis ,us dolars,77201,77201.0,US,MI,CT,In-person,US,M
2020,Data Analyst,Analysis,us dolars,112160,112160.0,DE,SE,PT,Hybrid,CN,L
2020,Data Scientist,Data Science,us dolars,40796,40796.0,DE,EN,FT,Hybrid,MX,M
2022,Data Analyst,Analysis,INR,53238,665.475,US,EN,CT,Hybrid,IN,S
2020,Machine Learning,ML/AI,us dolars,124176,124176.0,MX,SE,CT,In-person,MX,L
2020,Data Engineer,Data Engineer,GBP,70883,92147.90000000001,IN,MI,CT,Hybrid,UK,L
2021,Data Scientist,Data Science,INR,115478,1547.4052000000001,CN,EN,FT,Remote,IN,S
2020,Machine Learning,ML/AI,us dolars,99396,99396.0,JP,MI,FL,In-person,MX,S
2022,Data Scientist,Data Science,EUR,34447,36858.29,DE,EN,PT,In-person,DE,S
2021,Statistician,Analysis ,EUR,50523,61638.06,IN,MI,FT,Hybrid,DE,L
2022,Data Analyst,Analysis,INR,165921,2074.0125000000003,JP,EN,FT,In-person,IN,S
2021,Statistician,Analysis ,JPY,185790,1690.689,MX,EN,CT,Remote,JP,S
2020,Data Engineer,Data Engineer,us dolars,135471,135471.0,DE,SE,CT,In-person,CN,M
2021,Statistician,Analysis ,INR,117862,1579.3508000000002,IN,EN,FT,In-person,IN,S
2021,Data Scientist,Data Science,EUR,90977,110991.94,DE,SE,FL,In-person,DE,L
2020,Statistician,Analysis ,EUR,118325,139623.5,IN,SE,CT,Hybrid,DE,S
2020,Data Scientist,Data Science,us dolars,188207,188207.0,MX,EX,FT,In-person,US,S
2022,Data Engineer,Data Engineer,GBP,191334,235340.82,CN,EX,CT,Hybrid,UK,M
2022,Statistician,Analysis ,us dolars,158422,158422.0,MX,EX,PT,In-person,US,L
2020,Data Analyst,Analysis,JPY,64787,608.9978,UK,EN,PT,Hybrid,JP,S
2020,Data Analyst,Analysis,GBP,45689,59395.700000000004,UK,MI,PT,In-person,UK,L
2020,Data Analyst,Analysis,INR,147537,1991.7495,MX,EN,CT,Hybrid,IN,M
2021,Statistician,Analysis ,INR,80344,1076.6096,US,EN,CT,Remote,IN,S
2021,Statistician,Analysis ,JPY,97891,890.8081000000001,JP,EN,FL,In-person,JP,M
2021,Statistician,Analysis ,us dolars,127464,127464.0,MX,SE,PT,Hybrid,CN,M
2020,Data Scientist,Data Science,EUR,95869,113125.42,MX,SE,FL,Hybrid,DE,M
2022,Data Engineer,Data Engineer,us dolars,196402,196402.0,DE,EX,FT,In-person,CN,S
2020,Data Analyst,Analysis,INR,110312,1489.212,DE,EN,FT,In-person,IN,L
2021,Data Scientist,Data Science,us dolars,57014,57014.0,IN,MI,PT,Remote,US,S
2021,Data Analyst,Analysis,EUR,64563,78766.86,JP,MI,FL,In-person,DE,M
2020,Data Scientist,Data Science,INR,176342,2380.617,DE,EN,CT,In-person,IN,L
2020,Statistician,Analysis ,EUR,192351,226974.18,JP,EX,FL,In-person,DE,M
2021,Data Analyst,Analysis,us dolars,128557,128557.0,MX,SE,FT,In-person,CN,S
2021,Statistician,Analysis ,GBP,164729,227326.02,JP,EX,FL,Remote,UK,L
2021,Data Analyst,Analysis,INR,119422,1600.2548000000002,UK,EN,FT,Remote,IN,S
2020,AI Engineer,CV/AI,INR,137919,1861.9065,DE,EN,FT,In-person,IN,L
2021,Data Scientist,Data Science,EUR,162099,197760.78,DE,EX,FL,In-person,DE,M
2021,AI Engineer,CV/AI,GBP,175271,241873.97999999998,US,EX,CT,Remote,UK,M
2022,Data Scientist,Data Science,us dolars,146854,146854.0,JP,SE,FT,Hybrid,US,M
2020,Data Engineer,Data Engineer,GBP,109317,142112.1,IN,SE,FL,In-person,UK,S
2022,Data Analyst,Analysis,us dolars,45120,45120.0,UK,EN,FT,Hybrid,US,S
2022,Data Engineer,Data Engineer,us dolars,119825,119825.0,MX,SE,PT,In-person,MX,M
2021,Data Engineer,Data Engineer,us dolars,35983,35983.0,US,EN,CT,Remote,MX,M
2020,Data Scientist,Data Science,JPY,96629,908.3126000000001,UK,EN,PT,In-person,JP,L
2021,Deep Learning,DL/AI,us dolars,100325,100325.0,IN,SE,FT,Hybrid,CN,L
2020,Statistician,Analysis ,GBP,163984,213179.2,US,EX,CT,Remote,UK,S
2022,Data Scientist,Data Science,us dolars,77879,77879.0,UK,MI,FL,In-person,US,L
2020,Statistician,Analysis ,EUR,182945,215875.09999999998,IN,EX,FL,In-person,DE,S
2021,Data Engineer,Data Engineer,us dolars,44332,44332.0,CN,EN,CT,Remote,US,S
2021,Statistician,Analysis ,JPY,177636,1616.4876000000002,US,EN,PT,In-person,JP,L
2021,Machine Learning,ML/AI,us dolars,107795,107795.0,IN,SE,PT,Remote,US,L
2020,Data Scientist,Data Science,us dolars,137716,137716.0,US,SE,CT,In-person,CN,L
2022,Deep Learning,DL/AI,us dolars,181598,181598.0,DE,EX,FL,Remote,MX,M
2022,Deep Learning,DL/AI,GBP,116649,143478.27,DE,SE,CT,In-person,UK,M
2020,Data Scientist,Data Science,us dolars,177078,177078.0,UK,EX,PT,Remote,US,L
2021,AI Engineer,CV/AI,GBP,51643,71267.34,JP,MI,FT,Remote,UK,M
2022,Data Analyst,Analysis,JPY,93128,800.9008,CN,EN,FL,In-person,JP,S
2021,Data Analyst,Analysis,us dolars,72523,72523.0,MX,MI,CT,Remote,US,M
2020,Data Analyst,Analysis,us dolars,100220,100220.0,JP,SE,FT,In-person,US,M
2021,Statistician,Analysis ,JPY,82784,753.3344000000001,MX,EN,PT,In-person,JP,M
2022,Machine Learning,ML/AI,us dolars,117893,117893.0,MX,SE,FL,In-person,CN,S
2022,Data Scientist,Data Science,us dolars,89701,89701.0,MX,MI,CT,Remote,US,S
2021,Data Scientist,Data Science,GBP,179018,247044.83999999997,IN,EX,PT,In-person,UK,L
2020,Statistician,Analysis ,us dolars,174199,174199.0,US,EX,CT,Remote,CN,M
2021,Data Scientist,Data Science,INR,146101,1957.7534,DE,EN,CT,Hybrid,IN,M
2020,Data Analyst,Analysis,us dolars,139002,139002.0,JP,SE,FL,Hybrid,CN,S
2021,Machine Learning,ML/AI,us dolars,190476,190476.0,MX,EX,PT,In-person,MX,M
2022,Data Scientist,Data Science,INR,47401,592.5125,DE,EN,PT,In-person,IN,S
2020,Data Scientist,Data Science,us dolars,176500,176500.0,MX,EX,FT,In-person,MX,M
2020,Data Engineer,Data Engineer,GBP,131958,171545.4,CN,EX,PT,In-person,UK,L
2020,Data Engineer,Data Engineer,us dolars,142046,142046.0,IN,SE,PT,Remote,MX,S
2022,Data Engineer,Data Engineer,us dolars,94372,94372.0,CN,MI,FL,Hybrid,US,S
2021,Deep Learning,DL/AI,GBP,41971,57919.979999999996,CN,MI,FT,Hybrid,UK,S
2022,Data Analyst,Analysis,JPY,118018,1014.9548,IN,EN,FL,Hybrid,JP,M
2020,Data Analyst,Analysis,GBP,154768,201198.4,US,EX,PT,In-person,UK,S
2021,Data Analyst,Analysis,INR,46565,623.971,CN,EN,FT,In-person,IN,S
2022,Deep Learning,DL/AI,us dolars,36829,36829.0,JP,EN,FL,Remote,MX,L
2020,AI Engineer,CV/AI,us dolars,106023,106023.0,MX,SE,FT,Remote,CN,S
2020,Data Engineer,Data Engineer,us dolars,196507,196507.0,IN,EX,PT,Hybrid,MX,S
2022,Data Scientist,Data Science,EUR,111823,119650.61,IN,SE,FT,In-person,DE,M
2022,Statistician,Analysis ,JPY,68941,592.8926,MX,EN,FT,In-person,JP,M
2022,Statistician,Analysis ,us dolars,141539,141539.0,DE,SE,FT,Remote,US,L
2020,Data Scientist,Data Science,us dolars,39176,39176.0,UK,EN,PT,Remote,MX,L
2022,Data Engineer,Data Engineer,us dolars,81516,81516.0,CN,MI,PT,In-person,CN,M
2020,Data Scientist,Data Science,GBP,176144,228987.2,JP,EX,FT,In-person,UK,L
2022,Data Scientist,Data Science,JPY,127368,1095.3648,US,EN,FL,Remote,JP,L
2020,Statistician,Analysis ,INR,180761,2440.2735,CN,EN,FL,In-person,IN,S
2020,Data Engineer,Data Engineer,us dolars,179671,179671.0,MX,EX,PT,In-person,MX,S
2021,Deep Learning,DL/AI,us dolars,155670,155670.0,US,EX,CT,In-person,US,S
2022,Statistician,Analysis ,GBP,112045,137815.35,DE,SE,FL,In-person,UK,S
